position,link,title,source,date,snippet,thumbnail
64,https://www.nytimes.com/live/2025/03/26/business/trump-tariffs-auto-cars,Trump Announces 25 Percent Tariffs on Imported Cars and Parts,The New York Times,"Mar 26, 2025","President Trump said on Wednesday that he would impose a 25 percent tariff on cars and car parts that were imported into the United States, a move that is...",https://serpapi.com/searches/688ca51d00a197f4375762fd/images/bb8ec8013af604ead06b35547999b5d414894d2e16ff0a2471754045934755f6.jpeg
65,https://www.cnn.com/2025/03/29/business/car-tariffs-prices-explained-dg,"How Trump’s car tariffs will impact Americans, in 3 charts",CNN,"Mar 29, 2025","But even putting that aside, the 25% tariff on imported cars could raise prices per vehicle by a range of $5,000 to $15,000, depending on the make and model,...",https://serpapi.com/searches/688ca51d00a197f4375762fd/images/bb8ec8013af604ea4d4aa2045866554bcf628c03267d37476773256135acd4d5.jpeg
66,https://www.nytimes.com/2025/03/13/business/economy/trump-tariff-timeline.html,"A Timeline of Trump’s On-Again, Off-Again Tariffs",The New York Times,"Mar 13, 2025","Mr. Trump signed an executive order imposing 25 percent tariffs on nearly all goods from Canada and Mexico, and a 10 percent tariff on China.",https://serpapi.com/searches/688ca51d00a197f4375762fd/images/bb8ec8013af604eabda4d49aae1362ccaf0cdfa69e22c45293d71abac07af939.jpeg
67,https://www.publishersweekly.com/pw/by-topic/industry-news/industry-deals/article/97240-the-book-business-prepares-for-tariff-turmoil.html,The Book Business Prepares for Tariff Turmoil,Publishers Weekly,"Mar 5, 2025","While American publishers will now face higher costs, printers in the United States hope that the tariffs will lead to more business.",https://serpapi.com/searches/688ca51d00a197f4375762fd/images/bb8ec8013af604ea9b0258f66288ca5753e27b32e5024036c57154e6cdad873f.jpeg
68,https://www.whitehouse.gov/presidential-actions/2025/03/further-amendment-to-duties-addressing-the-synthetic-opioid-supply-chain-in-the-peoples-republic-of-china/,Further Amendment to Duties Addressing the Synthetic Opioid Supply Chain in the People's Republic of China,The White House (.gov),"Mar 3, 2025","By the authority vested in me as President by the Constitution and the laws of the United States of America, including the International Emergency.",https://serpapi.com/searches/688ca51d00a197f4375762fd/images/bb8ec8013af604ea165a6ad6ff6bb49e269ae56899f5cefead1ef41d08c167f4.png
69,https://democrats-foreignaffairs.house.gov/2025/3/dems-introduce-resolutions-ending-trump-s-tariff-authority-on-mexico-canada,Dems Introduce Resolutions Ending Trump’s Tariff Authority on Mexico & Canada,House.gov,"Mar 6, 2025","March 6, 2025. Washington, DC – Representative Gregory W. Meeks, Ranking Member of the House Foreign Affairs Committee, today introduced Resolutions to...",https://serpapi.com/searches/688ca51d00a197f4375762fd/images/bb8ec8013af604ea05e48742944de0454d1784645ae54f5e5b6859350e7aec37.png
70,https://www.usatoday.com/story/news/politics/2025/03/29/trump-tariffs-what-to-know-liberation-day/82689214007/,Trump’s biggest round of tariffs is coming next week. Here is how it could shake up the economy,USA Today,"Mar 29, 2025","US President Donald Trump signs an executive order announcing tariffs on auto imports in the Oval. ""We're going to make it very lenient...",https://serpapi.com/searches/688ca51d00a197f4375762fd/images/bb8ec8013af604ea8015ec61f09700c42e19dcd8027ff48ebcbdfc10539197d0.jpeg
71,https://www.cnn.com/2025/03/09/business/trump-tariffs-canada-mexico-recession,"Trump says tariffs on Mexico and Canada ‘could go up,’ declines to rule out possible recession",CNN,"Mar 9, 2025","In an interview that aired on Fox News' “Sunday Morning Futures With Maria Bartiromo,” Trump said reciprocal tariffs would go into effect on April 2 and the one...",https://serpapi.com/searches/688ca51d00a197f4375762fd/images/bb8ec8013af604eaec7f7057d20e23863615f1280f874ac0a699ab1723595133.jpeg
72,https://taxfoundation.org/blog/trump-tariffs-prices-long-term-effects/,Time (or Buying American) Won’t Erase the Economic Harm of Higher Tariffs,Tax Foundation,"Mar 18, 2025","Trump is right that his tariffs will cause “a little disturbance,” but unfortunately, he's wrong that with time tariffs will bring wealth and jobs creation.",https://serpapi.com/searches/688ca51d00a197f4375762fd/images/bb8ec8013af604ea5dd2e6d5baaf14f9e04eb2669344dba46a56bd6d18e4535d.jpeg
73,https://www.politico.com/news/2025/03/26/trump-auto-imports-tariffs-00252392,Trump announces additional 25 percent tariff on auto imports,Politico,"Mar 26, 2025","Trump announces additional 25 percent tariff on auto imports. The tariffs, which the U.S. will start collecting on April 3, are likely to drive up car prices...",https://serpapi.com/searches/688ca51d00a197f4375762fd/images/bb8ec8013af604eae769ab8f1cc8c4116581767d594b1183239f30fcb5b0292e.jpeg
74,https://www.cnn.com/2025/03/24/business/tariffs-stocks-trump,Stocks rally as Trump’s ‘Liberation Day’ is looking like yet another tariff retreat,CNN,"Mar 24, 2025",Tariffs on China went into place February 4 – but not at the 60% level Trump had promised in December. The 10% tariffs came with a surprising twist: The...,https://serpapi.com/searches/688ca51d00a197f4375762fd/images/bb8ec8013af604ea6c344b0db22b2de7d15ae534e4add883b4b9bbc536c2155f.jpeg
75,https://www.cnn.com/2025/03/03/economy/tariff-choas-threatens-risky-economy,Trump’s tariff chaos threatens an economy already flashing yellow lights,CNN,"Mar 3, 2025",President Donald Trump continues to inject chaos into the economy with almost-constant tariff threats. Now he's just hours away from lobbing tariffs.,https://serpapi.com/searches/688ca51d00a197f4375762fd/images/bb8ec8013af604ea541c0efac302e06d5f2e3d9d8cb389434fe852dbb1f2e5c4.jpeg
76,https://apnews.com/article/china-us-tariffs-farm-soy-trump-7442b02ac829347f0d4fc6ad0955d368,China slaps extra tariffs of up to 15% on imports of major US farm exports and adds trade limits,AP News,"Mar 4, 2025",China responded to new US tariffs by announcing Tuesday it will impose additional tariffs of up to 15% on imports of key US farm products.,https://serpapi.com/searches/688ca51d00a197f4375762fd/images/bb8ec8013af604eaf23e6a01d04b9be6376d83c5b4019ab5bda1e0f9af58c091.jpeg
77,https://www.axios.com/2025/03/24/trump-tariffs-venezuela-oil,Trump's tariff bomb leaves businesses in the dark,Axios,"Mar 24, 2025",There is a new concept that will be part of the April 2 bonanza: secondary tariffs.,https://serpapi.com/searches/688ca51d00a197f4375762fd/images/bb8ec8013af604eaab3777de8d1865085901466996e2e14fcf4bb8233154cf2c.jpeg
78,https://www.cnn.com/2025/03/18/business/trump-tariffs-trade-war-manufacturing-jobs,Trump’s tariff problem: He might need a third or fourth term for his plan to work,CNN,"Mar 18, 2025",Tariffs could help encourage some investment in domestic manufacturing. Yet economists and trade experts say that a more dramatic revival of US manufacturing...,https://serpapi.com/searches/688ca51d00a197f4375762fd/images/bb8ec8013af604eaf9396f41c0d05f518dc3e1919990c5ee573b692aa2fbe360.jpeg
79,https://www.cnn.com/2025/03/11/business/tariffs-canada-trump,Trump reverses new tariffs threat on Canada after Ontario rescinds electricity charges,CNN,"Mar 11, 2025","Ontario agreed to suspend its 25% surcharge on electricity exports to Michigan, Minnesota and New York. President Donald Trump earlier on Tuesday threatened a...",https://serpapi.com/searches/688ca51d00a197f4375762fd/images/bb8ec8013af604ea618523d55a87c66e382c4dabfd883210582fc7b98500bfa2.jpeg
80,https://www.nbcnews.com/business/economy/tariffs-limbo-mixed-messages-meet-wary-markets-rcna194856,Stock surge after Trump grants one-month tariff delay for U.S. automakers,NBC News,"Mar 5, 2025","Stock surge after Trump grants one-month tariff delay for U.S. automakers. The White House said Trump had spoken with the Big 3 American automakers, Ford, GM...",https://serpapi.com/searches/688ca51d00a197f4375762fd/images/bb8ec8013af604ea249a0c96dd2fea69cd489ce1d82e62deeb0ebac1901cfc79.jpeg
81,https://www.nytimes.com/2025/03/10/business/china-tariffs-us.html,China’s Tariffs on U.S. Agricultural Products Take Effect,The New York Times,"Mar 12, 2025","The Chinese tariffs will include a levy of 15 percent on U.S. products like chicken, wheat and corn, as well as 10 percent on products like soybeans, pork, beef...",https://serpapi.com/searches/688ca51d00a197f4375762fd/images/bb8ec8013af604ea824bd66229e761945b2ba5baaf3621a3deb56f1de29de2f3.jpeg
82,https://www.pbs.org/newshour/politics/watch-live-trump-makes-new-auto-tariff-announcement-at-white-house,WATCH: Trump announces new 25 percent tariff on imported autos,PBS,"Mar 26, 2025","President Donald Trump said Wednesday he was placing 25 percent tariffs on auto imports, a move the White House claims would foster domestic manufacturing.",https://serpapi.com/searches/688ca51d00a197f4375762fd/images/bb8ec8013af604eaa4e56ae3c6f800affb504b6559f9ae05b927cc31d6245bc7.jpeg
83,https://www.cnn.com/2025/03/24/business/trump-venezuela-oil-tariffs,Trump says any country buying Venezuelan oil will face a 25% tariff,CNN,"Mar 25, 2025","“Venezuela has been very hostile to the United States and the Freedoms which we espouse. Therefore, any Country that purchases Oil and/or Gas from Venezuela...",https://serpapi.com/searches/688ca51d00a197f4375762fd/images/bb8ec8013af604ea9843d26edc19bdb8816fb75fd38c9bd9906d5f609855c1a2.jpeg
84,https://www.nytimes.com/2025/03/06/us/politics/trump-mexico-tariffs-suspended.html,"Trump Whipsaws on Tariffs, Giving Mexico and Canada Reprieve",The New York Times,"Mar 8, 2025","President Trump on Thursday abruptly suspended many of those levies, sowing confusion with investors and businesses that depend on trade with the countries.",https://serpapi.com/searches/688ca51d00a197f4375762fd/images/bb8ec8013af604ea4aec5ba491ab6c9fd18955095954a9d9618edce3e6a0d6eb.jpeg
85,https://www.reuters.com/business/how-companies-are-responding-trumps-tariffs-2025-03-07/,How companies are responding to Trump's tariffs,Reuters,"Mar 7, 2025","Potential price hikes, changes in sourcing locations and new US plants are among the actions planned since Trump unveiled the tariffs and threatened...",https://serpapi.com/searches/688ca51d00a197f4375762fd/images/bb8ec8013af604eafb2c2b23ec5ab5c5e4697bd3c16b7f8959a800840ea6e7bb.jpeg
86,https://www.reuters.com/markets/commodities/trumps-steel-aluminum-tariffs-take-effect-us-canada-trade-war-intensifies-2025-03-12/,"Trump threatens further tariffs as EU, Canada retaliate for those already in place",Reuters,"Mar 13, 2025","Donald Trump threatened on Wednesday to escalate a global trade war with further tariffs on European Union goods, as major US trading partners said they would...",https://serpapi.com/searches/688ca51d00a197f4375762fd/images/bb8ec8013af604ea3a30f5569290d7f4c37af127c021f29248d2712854071525.jpeg
87,https://www.politico.com/news/2025/03/26/eu-readying-for-flat-double-digit-tariff-on-april-2-00004836,"EU expects Trump to set flat, double-digit tariff on April 2",Politico,"Mar 26, 2025","Trump has also promised separate tariffs on five industries: steel and aluminum, automobiles, lumber, semiconductors and pharmaceutical products. The White...",https://serpapi.com/searches/688ca51d00a197f4375762fd/images/bb8ec8013af604ead29b036c9269ea4ef53f6acfbf4d6de3f5314ca3ac2d0bdf.jpeg
88,https://www.bbc.com/news/articles/cly341xr45vo,Trump announces 25% tariffs on car imports to US,BBC,"Mar 27, 2025",Trump announces 25% tariffs on car imports to US ... President Donald Trump has announced new import taxes of 25% on cars and car parts coming into the US. Trump...,https://serpapi.com/searches/688ca51d00a197f4375762fd/images/bb8ec8013af604eac251245158104604598c3071a0ffa50426ee70be2c2aca81.jpeg
89,https://www.npr.org/2025/03/11/nx-s1-5324639/trump-canada-tariffs-aluminum-steel,Trump backs off of Canada tariff hike as Ontario lets up on electricity threat,NPR,"Mar 11, 2025","""Pursuant to his previous executive orders, a 25 percent tariff on steel and aluminum with no exceptions or exemptions will go into effect for Canada and all of...",https://serpapi.com/searches/688ca51d00a197f4375762fd/images/bb8ec8013af604ead1867bba2a13f41a517e5e25e3898330af7aa69f73aaf5c5.jpeg
90,https://www.nbcnews.com/business/economy/trump-tariffs-april-2-liberation-day-what-to-expect-rcna197822,"Trump's tariff 'Liberation Day' is a little over a week away, but the details are still a mystery",NBC News,"Mar 24, 2025","Trump's tariff 'Liberation Day' is a little over a week away, but the details are still a mystery. As of Monday, only steel and aluminum tariffs and higher...",https://serpapi.com/searches/688ca51d00a197f4375762fd/images/bb8ec8013af604ea8b1756378de44f7d28d8e8cc85b4821fc61e40439672afb3.jpeg
91,https://www.bbc.com/news/articles/c984pnedd6do,Trump threatens 200% tariff on alcohol from EU,BBC,"Mar 13, 2025","Trump threatens 200% tariff on alcohol from EU. 13 March 2025. Share Save Natalie Sherman & Faarea Masud Business reporters, BBC News.",https://serpapi.com/searches/688ca51d00a197f4375762fd/images/bb8ec8013af604ea8a2ea03489480823a69f55e9cfd369391884740d2755739f.jpeg
92,https://www.nytimes.com/2025/03/26/us/trump-tariffs-auto-cars.html,Trump Announces 25% Tariffs on Imported Cars and Car Parts,The New York Times,"Mar 31, 2025","Trump Announces 25% Tariffs on Imported Cars and Car Parts. The measure, which is intended to bring car factories to the United States, could significantly...",https://serpapi.com/searches/688ca51d00a197f4375762fd/images/bb8ec8013af604ea87d8589e7b6c48330d2cdd7967e68924ccb42dcd24d14c7f.jpeg
93,https://www.cnn.com/2025/03/05/business/what-is-tariff-who-pays-imports,What is a tariff and who pays it?,CNN,"Mar 5, 2025","Who pays the tariff? Domestic businesses that import products into the country pay the tariffs up front, contrary to Trump's claims that exporting nations foot...",https://serpapi.com/searches/688ca51d00a197f4375762fd/images/bb8ec8013af604ea12be9c387970f9a5261bb9a28cb871289f6d15108115e6f4.jpeg
94,https://www.cnn.com/2025/03/06/business/tariff-trade-trump-uncertainty-economy,"‘Personally, I think it’s stupid’: Businesses are struggling under Trump’s chaotic tariff back-and-forth",CNN,"Mar 6, 2025","On-again, off-again auto tariffs. Consider the rollercoaster ride in the auto industry alone. General Motors, Ford and Chrysler owner Stellantis saw their share...",https://serpapi.com/searches/688ca51d00a197f4375762fd/images/bb8ec8013af604ea8b010cdcbfc97aa837f1e6305119061213d2bc33fff9120a.jpeg
95,https://www.npr.org/2025/03/05/nx-s1-5319094/trump-tariffs-relief-ford-gm-stellantis,Trump grants automakers temporary relief from tariffs,NPR,"Mar 5, 2025",Trump grants automakers temporary relief from tariffs ... President Trump has given the automakers a temporary break from the 25% tariffs he imposed. President...,https://serpapi.com/searches/688ca51d00a197f4375762fd/images/bb8ec8013af604eabd9b9fe165e5e3b3d9c368856f9bae1e9ad74d03453333dc.jpeg
